149,80,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
151.81,90.564,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
154.36,91.073,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
152.83,92.602,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
149.26,93.621,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
142.64,95.15,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
156.4,102.79,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
168.63,115.53,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
139.58,117.57,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
116.65,101.26,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
135.51,89.545,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
167.1,88.525,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
201.75,94.64,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
207.86,109.93,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
167.61,108.91,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
147.23,101.77,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
136.53,96.169,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
132.45,93.111,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
127.86,92.092,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
124.3,88.016,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
121.75,87.506,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
122.77,88.525,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
127.86,91.583,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
132.96,90.564,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
138.05,88.525,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
136.02,84.449,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
136.53,75.277,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
137.54,70.182,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
141.62,71.71,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
141.11,71.71,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
135.51,72.729,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
133.47,78.334,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
142.13,90.564,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
166.08,103.81,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
179.33,89.545,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
148.25,70.182,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
124.81,99.226,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
138.05,119.1,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
169.14,120.12,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
174.74,104.32,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
145.7,93.111,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
118.18,90.564,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
104.93,93.111,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
120.22,101.77,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
151.3,103.81,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
147.74,89.545,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
137.54,90.054,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
147.23,89.545,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
156.91,77.315,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
158.44,74.258,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
154.36,99.226,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
155.89,131.33,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
148.75,141.01,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
141.62,133.37,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
145.19,111.46,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
177.29,103.3,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
190.54,91.583,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
156.91,68.143,24,40
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
122.26,69.162,24,40
0,0,0,0
