149,79,24,40
149,82,24,40
149,83,24,40
149,83,24,40
151,85,24,40
151,87,24,40
154,88,24,40
154,89,24,40
156,89,24,40
160,90,24,40
162,90,24,40
162,90,24,40
163,89,24,40
162,91,24,40
161,91,24,40
160,93,24,40
159,94,24,40
159,94,24,40
157,97,24,40
156,96,24,40
156,95,24,40
155,96,24,40
152,95,24,40
150,94,24,40
148,94,24,40
147,95,24,40
149,95,24,40
152,95,24,40
155,95,24,40
159,98,24,40
164,97,24,40
168,97,24,40
162,99,24,40
161,102,24,40
159,106,24,40
159,109,24,40
160,112,24,40
160,114,24,40
158,113,24,40
158,108,24,40
156,104,24,40
152,101,24,40
150,96,24,40
145,93,24,40
142,90,24,40
139,87,24,40
140,81,24,40
140,79,24,40
143,77,24,40
148,76,24,40
153,77,24,40
157,78,24,40
160,81,24,40
165,82,24,40
169,80,24,40
174,80,24,40
178,78,24,40
180,76,24,40
184,78,24,40
189,77,24,40
192,79,24,40
197,82,24,40
199,84,24,40
200,85,24,40
199,89,24,40
198,92,24,40
191,93,24,40
184,95,24,40
182,94,24,40
176,94,24,40
170,93,24,40
165,93,24,40
161,92,24,40
157,92,24,40
153,90,24,40
150,89,24,40
148,87,24,40
143,87,24,40
145,83,24,40
143,83,24,40
142,82,24,40
143,80,24,40
142,80,24,40
142,79,24,40
141,80,24,40
138,78,24,40
138,79,24,40
137,79,24,40
137,76,24,40
137,75,24,40
135,77,24,40
134,74,24,40
132,74,24,40
131,74,24,40
130,73,24,40
130,73,24,40
129,72,24,40
128,72,24,40
129,71,24,40
128,70,24,40
129,72,24,40
129,71,24,40
129,71,24,40
128,71,24,40
129,71,24,40
130,70,24,40
129,73,24,40
132,70,24,40
133,71,24,40
134,71,24,40
136,71,24,40
137,71,24,40
139,72,24,40
141,70,24,40
141,71,24,40
142,70,24,40
142,70,24,40
143,70,24,40
144,68,24,40
145,69,24,40
147,67,24,40
146,67,24,40
145,67,24,40
145,66,24,40
145,66,24,40
146,64,24,40
145,64,24,40
145,63,24,40
143,61,24,40
142,60,24,40
141,61,24,40
139,60,24,40
141,59,24,40
141,58,24,40
141,58,24,40
142,59,24,40
142,59,24,40
143,61,24,40
144,61,24,40
145,61,24,40
144,61,24,40
145,62,24,40
145,62,24,40
143,62,24,40
143,62,24,40
143,62,24,40
141,62,24,40
138,63,24,40
138,63,24,40
138,63,24,40
138,64,24,40
137,66,24,40
136,67,24,40
135,65,24,40
134,70,24,40
134,71,24,40
135,73,24,40
136,73,24,40
138,78,24,40
140,78,24,40
142,81,24,40
145,82,24,40
151,84,24,40
155,87,24,40
159,89,24,40
164,90,24,40
168,89,24,40
170,87,24,40
173,83,24,40
175,78,24,40
176,76,24,40
174,72,24,40
170,67,24,40
164,64,24,40
157,62,24,40
150,60,24,40
142,63,24,40
138,65,24,40
133,72,24,40
141,60,24,40
138,67,24,40
137,71,24,40
138,75,24,40
141,79,24,40
144,83,24,40
149,86,24,40
153,89,24,40
159,90,24,40
164,90,24,40
171,90,24,40
176,89,24,40
166,91,24,40
169,89,24,40
171,85,24,40
170,82,24,40
166,80,24,40
162,77,24,40
156,74,24,40
152,73,24,40
147,71,24,40
141,70,24,40
133,71,24,40
127,69,24,40
123,68,24,40
117,69,24,40
115,68,24,40
115,80,24,40
125,58,24,40
124,57,24,40
122,59,24,40
121,62,24,40
121,61,24,40
124,62,24,40
126,64,24,40
129,67,24,40
136,68,24,40
141,71,24,40
147,72,24,40
152,74,24,40
159,74,24,40
144,79,24,40
148,72,24,40
148,71,24,40
146,68,24,40
142,65,24,40
142,62,24,40
138,61,24,40
136,60,24,40
134,59,24,40
133,59,24,40
132,59,24,40
133,59,24,40
134,59,24,40
136,59,24,40
138,60,24,40
140,59,24,40
142,59,24,40
144,57,24,40
146,56,24,40
147,54,24,40
148,52,24,40
148,51,24,40
149,52,24,40
150,54,24,40
151,55,24,40
154,62,24,40
155,65,24,40
155,69,24,40
155,73,24,40
154,79,24,40
151,84,24,40
151,91,24,40
151,99,24,40
163,90,24,40
162,95,24,40
163,102,24,40
163,105,24,40
164,108,24,40
166,109,24,40
165,110,24,40
165,111,24,40
165,110,24,40
165,108,24,40
164,105,24,40
156,105,24,40
155,101,24,40
155,94,24,40
155,88,24,40
156,85,24,40
157,82,24,40
161,79,24,40
165,77,24,40
171,74,24,40
176,72,24,40
168,89,24,40
175,87,24,40
182,85,24,40
185,84,24,40
188,81,24,40
187,78,24,40
185,76,24,40
180,73,24,40
177,69,24,40
171,65,24,40
164,62,24,40
157,58,24,40
151,56,24,40
144,55,24,40
137,55,24,40
131,55,24,40
124,57,24,40
124,57,24,40
