149,80,24,40
149,81,24,40
149,82,24,40
149,83,24,40
151,85,24,40
152,87,24,40
153,87,24,40
155,88,24,40
157,89,24,40
159,89,24,40
162,90,24,40
163,90,24,40
164,90,24,40
164,90,24,40
164,88,24,40
162,92,24,40
161,95,24,40
161,93,24,40
160,95,24,40
160,95,24,40
159,93,24,40
158,93,24,40
157,93,24,40
155,91,24,40
153,91,24,40
152,92,24,40
153,92,24,40
156,93,24,40
160,91,24,40
163,93,24,40
166,96,24,40
172,94,24,40
175,96,24,40
176,99,24,40
177,103,24,40
175,105,24,40
171,107,24,40
167,108,24,40
164,107,24,40
160,106,24,40
161,99,24,40
157,95,24,40
154,92,24,40
150,90,24,40
146,86,24,40
142,83,24,40
142,79,24,40
143,78,24,40
145,76,24,40
149,76,24,40
152,76,24,40
158,76,24,40
163,76,24,40
167,77,24,40
171,77,24,40
174,76,24,40
177,76,24,40
180,76,24,40
183,77,24,40
187,79,24,40
192,82,24,40
197,85,24,40
200,88,24,40
203,90,24,40
202,93,24,40
198,95,24,40
192,96,24,40
186,95,24,40
182,92,24,40
176,95,24,40
170,95,24,40
164,94,24,40
160,94,24,40
157,94,24,40
157,92,24,40
148,90,24,40
151,88,24,40
147,87,24,40
146,85,24,40
145,85,24,40
144,82,24,40
142,81,24,40
141,82,24,40
140,81,24,40
139,82,24,40
138,80,24,40
137,81,24,40
137,79,24,40
136,79,24,40
135,80,24,40
133,79,24,40
132,77,24,40
131,76,24,40
129,76,24,40
128,75,24,40
128,74,24,40
128,74,24,40
127,74,24,40
127,73,24,40
128,72,24,40
127,72,24,40
126,73,24,40
128,71,24,40
125,72,24,40
126,71,24,40
126,72,24,40
126,73,24,40
129,72,24,40
132,71,24,40
135,69,24,40
133,73,24,40
134,73,24,40
135,73,24,40
136,76,24,40
138,73,24,40
137,76,24,40
138,76,24,40
140,74,24,40
141,74,24,40
141,75,24,40
142,74,24,40
142,73,24,40
143,74,24,40
142,73,24,40
143,71,24,40
142,71,24,40
142,70,24,40
142,70,24,40
142,69,24,40
141,66,24,40
140,66,24,40
139,67,24,40
139,65,24,40
139,65,24,40
140,64,24,40
140,65,24,40
141,65,24,40
141,66,24,40
141,67,24,40
143,65,24,40
144,65,24,40
143,64,24,40
144,65,24,40
143,64,24,40
142,65,24,40
142,65,24,40
139,67,24,40
138,67,24,40
136,66,24,40
136,67,24,40
134,67,24,40
137,67,24,40
133,67,24,40
135,69,24,40
135,70,24,40
135,71,24,40
136,73,24,40
136,72,24,40
139,74,24,40
141,76,24,40
145,80,24,40
150,82,24,40
153,86,24,40
153,87,24,40
162,91,24,40
163,91,24,40
168,91,24,40
171,88,24,40
173,87,24,40
174,82,24,40
174,79,24,40
174,71,24,40
170,68,24,40
165,66,24,40
158,62,24,40
150,62,24,40
143,63,24,40
137,65,24,40
131,70,24,40
128,77,24,40
144,64,24,40
146,67,24,40
148,70,24,40
152,73,24,40
154,76,24,40
158,79,24,40
160,82,24,40
166,82,24,40
170,83,24,40
174,84,24,40
180,82,24,40
172,87,24,40
173,86,24,40
174,82,24,40
172,79,24,40
169,75,24,40
163,74,24,40
157,71,24,40
154,68,24,40
149,66,24,40
142,65,24,40
138,64,24,40
131,63,24,40
126,63,24,40
126,64,24,40
119,63,24,40
118,65,24,40
115,65,24,40
113,64,24,40
112,65,24,40
110,66,24,40
112,67,24,40
114,69,24,40
118,70,24,40
121,72,24,40
126,74,24,40
134,76,24,40
140,78,24,40
147,78,24,40
153,78,24,40
158,76,24,40
161,74,24,40
161,71,24,40
159,66,24,40
157,64,24,40
153,62,24,40
149,61,24,40
147,60,24,40
145,60,24,40
142,59,24,40
144,59,24,40
144,59,24,40
146,59,24,40
147,60,24,40
151,60,24,40
152,59,24,40
155,59,24,40
157,58,24,40
158,56,24,40
159,55,24,40
159,53,24,40
155,63,24,40
155,62,24,40
156,61,24,40
156,60,24,40
155,63,24,40
157,64,24,40
156,70,24,40
155,74,24,40
154,78,24,40
152,84,24,40
151,92,24,40
151,100,24,40
166,92,24,40
164,97,24,40
164,103,24,40
164,109,24,40
165,110,24,40
165,111,24,40
165,113,24,40
164,111,24,40
163,113,24,40
164,110,24,40
162,106,24,40
159,103,24,40
157,100,24,40
155,97,24,40
155,93,24,40
156,87,24,40
158,85,24,40
162,80,24,40
166,78,24,40
171,76,24,40
176,74,24,40
182,72,24,40
189,71,24,40
195,70,24,40
200,70,24,40
202,67,24,40
202,64,24,40
199,60,24,40
194,56,24,40
188,52,24,40
183,48,24,40
176,45,24,40
164,60,24,40
158,60,24,40
151,57,24,40
144,57,24,40
136,58,24,40
129,61,24,40
129,61,24,40
